Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
GC,2004.0,Action,Electronic Arts,0.07,47.0,6.1,Argonaut Games,T
PS2,2005.0,Role-Playing,Tecmo Koei,0.07,56.0,8.3,Goshow,M
PC,2009.0,Sports,Sega,0.07,87.0,9.0,Sports Interactive,E
Wii,2008.0,Shooter,Konami Digital Entertainment,0.07,33.0,2.7,Leviathan Games,M
PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,57.0,6.4,Compile Heart,T
PS2,2006.0,Simulation,Konami Digital Entertainment,0.07,67.0,8.9,Konami,E10+
PS2,2000.0,Shooter,Swing! Entertainment,0.07,72.0,7.5,Treasure,T
DS,2005.0,Strategy,Namco Bandai Games,0.07,35.0,5.6,Box Clever Interactive,E10+
GC,2005.0,Action,Sega,0.07,73.0,8.3,Creative Assembly,M
XB,2004.0,Platform,Activision,0.07,73.0,7.8,Edge of Reality,E
GBA,2004.0,Action,Atlus,0.07,75.0,8.4,Million,T
X360,2006.0,Shooter,Eidos Interactive,0.07,59.0,5.9,Traveller's Tales,E10+
PC,2005.0,Role-Playing,Microsoft Game Studios,0.07,83.0,8.7,Lionhead Studios,M
DC,2001.0,Racing,Sega,0.07,82.0,8.1,Hitmaker,T
PC,2007.0,Simulation,Electronic Arts,0.07,78.0,7.3,Maxis,T
DS,2007.0,Action,Tecmo Koei,0.07,56.0,7.5,Koei,E10+
PC,2012.0,Adventure,Focus Home Interactive,0.07,73.0,8.0,Frogwares,M
PS2,2002.0,Action,Enix Corporation,0.07,79.0,8.2,Sandlot,T
DS,2006.0,Action,Eidos Interactive,0.07,58.0,8.0,Human Soft,T
PSP,2006.0,Action,Namco Bandai Games,0.07,55.0,7.4,Sabertooth Games,T
PS4,2016.0,Adventure,Ubisoft,0.07,72.0,7.8,"Ubisoft, FunHouse",E10+
DS,2007.0,Shooter,Majesco Entertainment,0.07,65.0,6.3,Coyote Console,T
PS2,2002.0,Fighting,Enterbrain,0.07,58.0,7.8,Enterbrain,T
PS2,2003.0,Adventure,Sony Computer Entertainment,0.07,61.0,7.7,SCEJ,M
PS,1999.0,Role-Playing,Sony Computer Entertainment,0.07,57.0,8.3,Namco,T
DS,2008.0,Action,Success,0.07,56.0,7.5,Success,T
GC,2004.0,Sports,Electronic Arts,0.07,75.0,5.6,EA Sports,E
GC,2005.0,Misc,Midway Games,0.07,65.0,7.5,Midway,E
PC,2003.0,Simulation,Microsoft Game Studios,0.07,88.0,8.2,Microsoft Game Studios,E
PSP,2007.0,Misc,Xplosiv,0.07,57.0,7.5,Jack of All Games,E
DS,2010.0,Misc,THQ,0.07,70.0,7.5,Universomo,E
PS3,2012.0,Shooter,Namco Bandai Games,0.07,56.0,5.4,Saber Interactive,M
X360,2011.0,Fighting,Capcom,0.07,79.0,6.2,Capcom,T
DS,2005.0,Misc,505 Games,0.07,40.0,7.5,Starfish,T
PSV,2016.0,Action,Ubisoft,0.07,70.0,8.0,Climax Studios,T
PSP,2007.0,Role-Playing,Tecmo Koei,0.07,56.0,6.0,Hit Maker,E10+
DS,2007.0,Platform,Atari,0.07,82.0,7.4,"Metanet Software Inc., SilverBirch Studios",E
PS2,2004.0,Adventure,Microids,0.07,65.0,8.9,Hydravision,M
GC,2002.0,Sports,Sega,0.07,84.0,7.7,Black Box,E
DS,2006.0,Action,505 Games,0.07,57.0,8.8,Interactive Brains,E10+
GC,2003.0,Action,Electronic Arts,0.07,61.0,7.2,Point of View,M
PS2,2006.0,Action,Capcom,0.07,73.0,7.7,Clover Studio,M
GBA,2002.0,Fighting,Acclaim Entertainment,0.07,24.0,3.7,Powerhead Games,E
PS2,2007.0,Fighting,SNK Playmore,0.07,70.0,7.5,SNK Playmore,T
XB,2003.0,Simulation,Konami Digital Entertainment,0.07,69.0,8.8,Blue Tongue Entertainment,T
PS2,2002.0,Sports,Midway Games,0.07,73.0,9.0,Midway,E
PS2,2004.0,Strategy,Crave Entertainment,0.07,61.0,6.0,Zed Two Limited,T
XB,2006.0,Racing,Atari,0.07,69.0,4.6,Reflections Interactive,M
PS3,2011.0,Simulation,505 Games,0.07,49.0,4.4,Doublesix,T
GBA,2003.0,Action,Ubisoft,0.07,63.0,6.8,Ubisoft,E
X360,2014.0,Fighting,Namco Bandai Games,0.07,53.0,5.1,Artdink,T
XB,2003.0,Racing,TDK Mediactive,0.07,56.0,8.1,Synetic,E
PC,2009.0,Action,Capcom,0.07,86.0,7.1,Capcom,M
GBA,2006.0,Action,Activision,0.07,55.0,9.3,WayForward,E10+
PSP,2008.0,Puzzle,Empire Interactive,0.07,74.0,7.5,Empire Interactive,E
PS2,2005.0,Fighting,SNK,0.07,73.0,8.8,SNK Playmore,T
PS2,2004.0,Simulation,505 Games,0.07,57.0,8.2,From Software,T
PS4,2014.0,Action,505 Games,0.07,83.0,7.9,Engine Software,T
GC,2003.0,Strategy,Sega,0.07,69.0,7.6,Team 17,T
PC,2010.0,Action,Disney Interactive Studios,0.07,57.0,6.0,Propaganda Games,T
PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,74.0,7.8,Nippon Ichi Software,T
X360,2011.0,Racing,Evolved Games,0.07,47.0,8.6,Zoo Games,E10+
XB,2005.0,Misc,Konami Digital Entertainment,0.07,80.0,7.5,Harmonix Music Systems,E10+
PSP,2006.0,Puzzle,Xplosiv,0.07,72.0,7.5,Empire Interactive,E
PS3,2009.0,Racing,Sony Computer Entertainment,0.07,89.0,8.4,Studio Liverpool,E10+
PS2,2004.0,Role-Playing,Avalon Interactive,0.07,64.0,4.1,Interplay,M
3DS,2014.0,Action,Namco Bandai Games,0.07,51.0,7.5,Little Orbit,E
DS,2008.0,Adventure,Rising Star Games,0.07,54.0,7.1,h.a.n.d. Inc.,T
GBA,2005.0,Shooter,Sega,0.07,83.0,8.5,Treasure,E10+
GBA,2002.0,Action,Konami Digital Entertainment,0.07,55.0,7.5,KCEA,E
PC,2011.0,Strategy,Focus Home Interactive,0.07,61.0,5.6,Monte Cristo Multimedia,E
XB,2004.0,Strategy,Sega,0.07,67.0,8.0,Team 17,T
DS,2008.0,Platform,Brash Entertainment,0.07,75.0,7.5,Brash Entertainment,E
DS,2009.0,Misc,Ubisoft,0.07,66.0,7.5,Plato,E10+
PS2,2006.0,Strategy,THQ,0.07,71.0,8.0,Pandemic Studios,M
PSV,2014.0,Role-Playing,Nippon Ichi Software,0.07,60.0,7.5,Kadokawa,M
DS,2008.0,Action,Ubisoft,0.07,64.0,6.0,Ubisoft,E
XB,2003.0,Sports,Midway Games,0.07,81.0,8.8,Next Level Games,E
PS4,2015.0,Adventure,Revolution Software,0.07,72.0,7.2,Revolution Software,T
PC,2012.0,Action,Nordic Games,0.06,83.0,8.0,Remedy Entertainment,T
GBA,2001.0,Racing,THQ,0.06,66.0,7.5,Altron,E
DS,2007.0,Adventure,Konami Digital Entertainment,0.06,58.0,7.5,Matrix Software,E10+
X360,2014.0,Role-Playing,Deep Silver,0.06,44.0,4.4,Piranha Bytes,M
PSP,2008.0,Fighting,Irem Software Engineering,0.06,54.0,6.3,Irem,E10+
XB,2004.0,Simulation,Take-Two Interactive,0.06,62.0,5.0,Silver Wish Games,T
XB,2005.0,Racing,Ubisoft,0.06,51.0,6.9,Ubisoft Paris,M
PS2,2004.0,Role-Playing,Enterbrain,0.06,69.0,7.9,Runtime,E10+
GBA,2002.0,Simulation,Electronic Arts,0.06,66.0,7.5,BudCat,E
XB,2001.0,Action,Genki,0.06,32.0,2.5,Light Weight,M
XB,2005.0,Misc,Take-Two Interactive,0.06,63.0,7.8,2K Sports,T
PC,2007.0,Strategy,Microsoft Game Studios,0.06,81.0,8.5,Big Huge Games,T
DS,2009.0,Strategy,Deep Silver,0.06,61.0,7.5,Gammick Entertainment,T
DS,2009.0,Simulation,505 Games,0.06,41.0,2.4,DiP Interactive,E10+
XB,2002.0,Adventure,Electronic Arts,0.06,74.0,7.5,Westwood Studios,T
DS,2010.0,Adventure,City Interactive,0.06,53.0,7.5,City Interactive,T
DS,2006.0,Shooter,Disney Interactive Studios,0.06,66.0,7.5,DC Studios,E
PS2,2005.0,Action,Konami Digital Entertainment,0.06,51.0,6.7,KCET,M
XB,2003.0,Action,Electronic Arts,0.06,49.0,1.5,Argonaut Games,E
PC,2013.0,Racing,Codemasters,0.06,80.0,5.7,Codemasters,E
PSV,2013.0,Role-Playing,Nippon Ichi Software,0.06,55.0,6.7,"Image Epoch, Imageepoch",M
PSP,2006.0,Shooter,Activision,0.06,63.0,7.0,Rebellion,M
PSV,2014.0,Action,Tecmo Koei,0.06,70.0,7.9,Omega Force,T
GC,2002.0,Sports,Acclaim Entertainment,0.06,60.0,5.0,"Z-Axis, Ltd.",M
GBA,2003.0,Action,Capcom,0.06,63.0,7.5,Klein Computer Entertainment,E
WiiU,2014.0,Action,Namco Bandai Games,0.06,66.0,7.8,Ganbarion,T
XB,2002.0,Sports,Acclaim Entertainment,0.06,85.0,7.7,"Z-Axis, Ltd.",T
DS,2008.0,Action,Gamecock,0.06,55.0,7.0,Creat Studios,E10+
PS2,2003.0,Racing,Acclaim Entertainment,0.06,68.0,8.6,Acclaim Studios Cheltenham,T
3DS,2015.0,Puzzle,Nintendo,0.06,70.0,7.5,"Nintendo, Nintendo Software Technology",E
Wii,2010.0,Fighting,Sega,0.06,45.0,6.9,High Voltage Software,T
DS,2005.0,Platform,Konami Digital Entertainment,0.06,69.0,7.5,Konami Computer Entertainment Hawaii,E
Wii,2006.0,Action,Eidos Interactive,0.06,37.0,5.0,Spike,M
DS,2008.0,Simulation,Square Enix,0.06,60.0,7.5,Taito Corporation,E
DS,2010.0,Shooter,Activision,0.06,70.0,7.5,n-Space,T
PSP,2006.0,Shooter,Konami Digital Entertainment,0.06,76.0,8.5,M2,E
X360,2012.0,Fighting,Tecmo Koei,0.06,55.0,7.1,Koei,M
PS2,2004.0,Sports,Zoo Digital Publishing,0.06,70.0,8.7,Tecmo,E
GBA,2005.0,Platform,Ubisoft,0.06,61.0,7.5,Backbone Entertainment,E
PS2,2004.0,Shooter,Namco Bandai Games,0.06,45.0,7.8,Bec,T
XB,2001.0,Racing,Electronic Arts,0.06,83.0,5.5,EA Sports,E
PSP,2008.0,Role-Playing,Sega,0.06,78.0,7.5,"IronNos Co.,Ltd.",T
DS,2011.0,Platform,Majesco Entertainment,0.06,79.0,8.0,DreamRift,E
Wii,2007.0,Fighting,Game Factory,0.06,37.0,4.8,Neko Entertainment,T
GC,2002.0,Racing,Electronic Arts,0.06,67.0,6.8,Pseudo Interactive,T
PC,2016.0,Platform,Electronic Arts,0.06,74.0,4.4,EA DICE,T
GBA,2002.0,Misc,Sega,0.06,79.0,7.5,Sega,T
PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.06,59.0,4.2,Cattle Call,T
PS2,2003.0,Racing,Sega,0.06,57.0,7.5,Sega,T
GBA,2004.0,Action,Ubisoft,0.06,68.0,6.2,Ubisoft,T
PSP,2005.0,Platform,Take-Two Interactive,0.06,72.0,7.3,Tecmo,E
PS3,2008.0,Shooter,SouthPeak Games,0.06,55.0,7.5,Psyonix,T
XB,2005.0,Shooter,Groove Games,0.06,32.0,5.8,Brainbox Games,M
PS4,2016.0,Racing,505 Games,0.06,73.0,6.2,Kunos Simulazioni,E
Wii,2008.0,Sports,Take-Two Interactive,0.06,65.0,5.4,Visual Concepts,E10+
Wii,2009.0,Simulation,Nobilis,0.06,57.0,7.5,MBA International,E
DS,2007.0,Strategy,THQ,0.06,57.0,7.9,THQ,T
XOne,2016.0,Fighting,Namco Bandai Games,0.06,60.0,5.8,Spike Chunsoft,T
XOne,2016.0,Action,Ubisoft,0.06,76.0,7.7,Nadeo,E
PSV,2016.0,Adventure,Aksys Games,0.06,83.0,8.3,"Spike Chunsoft, Chime",M
DS,2006.0,Shooter,Eidos Interactive,0.06,72.0,6.4,Amaze Entertainment,T
PS2,2002.0,Action,Tecmo Koei,0.06,67.0,8.6,Koei,T
GBA,2004.0,Action,Disney Interactive Studios,0.06,68.0,7.5,Digital Eclipse,E
GBA,2001.0,Simulation,Konami Digital Entertainment,0.06,65.0,8.0,Konami,E
PSP,2011.0,Role-Playing,FuRyu,0.06,61.0,7.5,FuRyu,T
Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,66.0,7.5,Compile Heart,E
Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,35.0,4.7,Nikitova Games,E10+
PSP,2007.0,Misc,Hudson Entertainment,0.06,55.0,7.8,Racjin,E
Wii,2008.0,Racing,Zoo Games,0.06,40.0,7.5,Extra Mile Studios,E
PS3,2012.0,Adventure,PQube,0.06,83.0,8.7,Nitro+,M
PS4,2015.0,Action,Tecmo Koei,0.06,67.0,7.6,Gust,T
GC,2005.0,Sports,Crave Entertainment,0.06,47.0,7.5,Crave,E
PC,2011.0,Strategy,Microsoft Game Studios,0.06,70.0,5.6,Gas Powered Games,E10+
PSV,2012.0,Action,D3Publisher,0.06,68.0,7.9,Sandlot,T
PS2,2005.0,Role-Playing,Tecmo Koei,0.06,68.0,7.8,Gust,E10+
PS,2000.0,Sports,Mattel Interactive,0.06,57.0,7.5,Krome Studios,E
XB,2004.0,Strategy,Activision Value,0.06,38.0,7.5,Activision Value,T
3DS,2014.0,Simulation,ArtDink,0.06,65.0,7.5,Artdink,E10+
XB,2005.0,Misc,Microsoft Game Studios,0.06,55.0,7.5,Tecmo,E
PS2,2006.0,Racing,Game Factory,0.06,27.0,7.5,Creat Studios,E10+
DS,2008.0,Role-Playing,Nobilis,0.06,59.0,8.0,Sonic Powered,E
DS,2009.0,Puzzle,Playlogic Game Factory,0.06,54.0,7.5,Whitebear,E10+
PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,68.0,6.8,TT Games,E10+
WiiU,2013.0,Action,Capcom,0.06,76.0,7.9,WayForward,E
PS2,2001.0,Shooter,Interplay,0.06,79.0,6.9,Digital Mayhem,T
X360,2014.0,Racing,Nordic Games,0.06,48.0,4.8,Nordic Games Publishing,E
PSV,2015.0,Role-Playing,Nippon Ichi Software,0.06,76.0,8.8,Spike Chunsoft,T
PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.06,80.0,7.8,Traveller's Tales,E10+
PS2,2008.0,Adventure,Atari,0.06,47.0,5.4,Hydravision,M
PS2,2003.0,Misc,TDK Mediactive,0.06,61.0,8.0,Mass Media,E
PS4,2015.0,Shooter,Xseed Games,0.06,64.0,7.9,Sandlot,M
XB,2005.0,Action,Ubisoft,0.06,71.0,7.6,Darkworks,M
DS,2009.0,Puzzle,Oxygen Interactive,0.06,65.0,7.5,Oxygen Interactive,E
PS4,2016.0,Role-Playing,Focus Home Interactive,0.06,60.0,6.7,Spiders,M
DS,2007.0,Simulation,Electronic Arts,0.06,72.0,7.6,EA Japan Studio,E
XB,2005.0,Adventure,Take-Two Interactive,0.06,77.0,8.1,Headfirst Productions,M
XB,2003.0,Action,SCi,0.06,55.0,7.5,Pivotal Games,T
PC,2010.0,Racing,Activision,0.06,81.0,7.4,Bizarre Creations,E10+
PC,2011.0,Adventure,Focus Home Interactive,0.06,75.0,7.9,Pendulo Studios,E10+
GBA,2002.0,Sports,Ubisoft,0.06,55.0,7.5,DC Studios,E
DS,2008.0,Puzzle,THQ,0.06,66.0,7.5,Mikoishi,E
Wii,2007.0,Role-Playing,Sega,0.06,48.0,7.1,Totally Games,T
GC,2003.0,Platform,Acclaim Entertainment,0.06,71.0,7.3,Acclaim,T
GC,2003.0,Action,Ubisoft,0.06,63.0,7.5,Ubisoft Montreal,T
Wii,2008.0,Adventure,Koch Media,0.06,65.0,7.6,"10tacle Studios, Fusionsphere Systems",T
PC,2007.0,Shooter,Midway Games,0.06,83.0,8.0,Epic Games,M
GC,2002.0,Sports,Konami Digital Entertainment,0.06,36.0,4.7,KCEO,E
Wii,2009.0,Adventure,Ubisoft,0.06,65.0,7.5,Longtail Studios,T
XB,2004.0,Shooter,Atari,0.06,66.0,8.6,Paradigm Entertainment,T
DS,2007.0,Puzzle,Square Enix,0.06,61.0,7.0,Taito Corporation,E
PC,2005.0,Shooter,Activision,0.06,86.0,8.4,Infinity Ward,T
DS,2009.0,Shooter,SouthPeak Games,0.06,78.0,8.2,Arkedo Studio,E
XB,2005.0,Shooter,Take-Two Interactive,0.06,72.0,6.7,Croteam,M
XOne,2016.0,Action,Insomniac Games,0.06,66.0,6.9,Insomniac Games,E
X360,2007.0,Sports,Activision Value,0.06,51.0,7.5,FUN Labs,T
PC,2011.0,Action,Capcom,0.06,66.0,5.3,Capcom Vancouver,M
PS2,2003.0,Misc,Ubisoft,0.06,64.0,8.1,SCEI,E
PC,2007.0,Role-Playing,Atari,0.06,81.0,8.8,CD Projekt Red Studio,M
GC,2002.0,Puzzle,Ubisoft,0.06,65.0,7.5,Team 17,E
PSP,2007.0,Shooter,Konami Digital Entertainment,0.06,56.0,6.6,Creat Studios,T
PC,2009.0,Shooter,Namco Bandai Games,0.06,80.0,8.7,GSC Game World,M
XB,2004.0,Racing,Bethesda Softworks,0.06,36.0,7.5,Bethesda Softworks,E
DS,2007.0,Platform,Disney Interactive Studios,0.06,70.0,7.5,Artificial Mind and Movement,E
PC,2010.0,Action,Electronic Arts,0.06,54.0,6.8,EA Bright Light,E
DS,2008.0,Sports,Take-Two Interactive,0.06,70.0,7.5,Konami,E
DS,2008.0,Sports,Activision,0.06,61.0,7.5,Black Lantern Studios,E
DS,2007.0,Fighting,Zoo Digital Publishing,0.06,33.0,7.5,Nikitova Games,E10+
PS2,2006.0,Shooter,Eidos Interactive,0.06,58.0,8.5,Pyro Studios,T
PS2,2004.0,Shooter,Namco Bandai Games,0.06,57.0,8.6,Capcom,T
GBA,2002.0,Fighting,Sammy Corporation,0.06,67.0,5.9,Arc System Works,T
PSP,2007.0,Role-Playing,Mercury Games,0.06,52.0,7.4,Platinum Egg,T
WiiU,2015.0,Action,Nintendo,0.06,43.0,6.5,Valhalla Game Studios,M
DS,2006.0,Strategy,Ubisoft,0.06,63.0,7.0,Quicksilver Software,E
GBA,2003.0,Platform,THQ,0.06,44.0,2.5,Art,E
PSP,2006.0,Action,Konami Digital Entertainment,0.06,59.0,7.5,BottleRocket Entertainment,E10+
GBA,2002.0,Adventure,BAM! Entertainment,0.06,80.0,7.8,Revolution Software,T
GC,2003.0,Action,Capcom,0.06,62.0,8.5,Nex Entertainment,M
GC,2002.0,Sports,Activision,0.06,80.0,7.5,Treyarch,E
PS2,2005.0,Action,Tecmo Koei,0.06,60.0,7.9,Paon Corporation,M
XB,2005.0,Sports,Take-Two Interactive,0.06,44.0,7.5,Cat Daddy Games,T
3DS,2014.0,Role-Playing,Marvelous Entertainment,0.06,68.0,7.8,Marvelous Inc.,T
XB,2003.0,Strategy,Sega,0.06,69.0,8.4,Team 17,T
PSP,2005.0,Role-Playing,Ignition Entertainment,0.06,66.0,7.4,G-Artists,E
PS2,2001.0,Shooter,3DO,0.06,50.0,6.4,3DO,T
DS,2008.0,Adventure,Arc System Works,0.06,61.0,8.0,WorkJam,M
PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.06,71.0,6.9,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
X360,2014.0,Action,Little Orbit,0.06,58.0,7.5,WayForward,E10+
DS,2005.0,Action,Konami Digital Entertainment,0.06,58.0,7.0,Konami,E
X360,2008.0,Action,Eidos Interactive,0.06,29.0,3.3,Red Tribe,T
XB,2004.0,Action,Disney Interactive Studios,0.06,69.0,4.3,Climax Group,T
DS,2005.0,Puzzle,Atari,0.06,65.0,7.5,Bullets,E
PS2,2006.0,Racing,Namco Bandai Games,0.06,59.0,6.6,Eutechnyx,T
PS3,2008.0,Action,Ignition Entertainment,0.06,30.0,3.5,Artoon,M
X360,2007.0,Shooter,Activision,0.06,35.0,6.1,Cauldron Ltd.,T
GBA,2004.0,Racing,Zoo Digital Publishing,0.06,83.0,8.9,"Orbital Media, Inc.",E
PS3,2011.0,Racing,Evolved Games,0.06,53.0,7.5,"Left Field Productions, Zoo Games",E10+
X360,2012.0,Shooter,Namco Bandai Games,0.06,53.0,6.5,Saber Interactive,M
PC,2009.0,Racing,Electronic Arts,0.06,83.0,5.8,Slightly Mad Studios,E
PSP,2006.0,Action,Atari,0.06,78.0,7.8,Ignition Entertainment,E
PSV,2015.0,Role-Playing,Aksys Games,0.06,71.0,8.3,Tri-Ace,T
PC,2004.0,Strategy,Microsoft Game Studios,0.06,72.0,8.1,Blue Fang Games,E
X360,2009.0,Action,SouthPeak Games,0.06,42.0,5.0,Collision Studios,E10+
XB,2002.0,Adventure,Ubisoft,0.06,55.0,7.5,Presto Studios,E
PS2,2006.0,Misc,Konami Digital Entertainment,0.06,71.0,7.5,Harmonix Music Systems,E10+
Wii,2010.0,Adventure,Hudson Soft,0.06,60.0,7.5,Hudson Entertainment,E
Wii,2009.0,Action,SouthPeak Games,0.06,48.0,7.5,Collision Studios,E10+
XB,2002.0,Action,Tecmo Koei,0.06,77.0,8.6,Tecmo,T
PS2,2006.0,Shooter,Eidos Interactive,0.06,73.0,7.8,Rocksteady Studios,M
PS2,2006.0,Shooter,Ubisoft,0.06,44.0,4.6,Ubisoft Shanghai,T
Wii,2010.0,Puzzle,Rising Star Games,0.06,74.0,7.2,Prope,E
GC,2003.0,Action,Capcom,0.06,59.0,8.5,Capcom,M
DS,2006.0,Puzzle,Konami Digital Entertainment,0.06,61.0,7.5,Hudson,E
XB,2004.0,Action,Electronic Arts,0.06,45.0,4.6,EA Games,T
X360,2012.0,Action,505 Games,0.06,54.0,3.5,505 Games,T
X360,2008.0,Action,Tecmo Koei,0.06,44.0,8.1,Omega Force,T
PS2,2007.0,Role-Playing,Nippon Ichi Software,0.06,69.0,7.5,Gust,E10+
PC,2016.0,Fighting,Capcom,0.06,74.0,2.9,Capcom,T
GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.06,71.0,9.0,WinkySoft,E
PS,2000.0,Action,Infogrames,0.06,27.0,7.5,SingleTrac,E
PS4,2015.0,Sports,Nordic Games,0.06,42.0,4.1,Rainbow Studios,E
PSP,2006.0,Action,Activision,0.06,73.0,7.6,"Rebellion, Neversoft Entertainment",M
GBA,2003.0,Action,Atari,0.06,50.0,7.5,Taniko,T
DS,2007.0,Sports,Electronic Arts,0.06,81.0,7.6,Exient Entertainment,E
XB,2005.0,Action,SCi,0.06,60.0,7.1,Bits Studios,M
GC,2006.0,Action,Ubisoft,0.06,64.0,7.1,Ubisoft Montreal,M
Wii,2008.0,Fighting,Ignition Entertainment,0.06,74.0,8.2,SNK Playmore,T
PC,2007.0,Shooter,THQ,0.06,82.0,8.4,GSC Game World,M
DS,2005.0,Shooter,Majesco Entertainment,0.06,71.0,7.7,Shin'en,E
PS2,2004.0,Action,Sega,0.06,59.0,8.4,Adrenium,T
X360,2014.0,Simulation,Kalypso Media,0.06,71.0,7.2,Haemimont,T
PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.06,67.0,7.5,Cattle Call,T
PS4,2015.0,Sports,Ubisoft,0.06,25.0,1.9,HB Studios Multimedia,E
DS,2008.0,Sports,Ubisoft,0.06,70.0,7.5,Ubisoft,E
GC,2003.0,Role-Playing,Activision,0.06,68.0,9.1,From Software,T
GC,2002.0,Sports,Acclaim Entertainment,0.06,88.0,7.8,"Z-Axis, Ltd.",T
GC,2005.0,Action,Capcom,0.06,62.0,6.9,Clover Studio,T
PSP,2006.0,Role-Playing,Atari,0.06,60.0,6.9,Hit Maker,E10+
DS,2011.0,Action,Activision,0.06,33.0,5.6,Silicon Knights,E10+
PC,2005.0,Simulation,Electronic Arts,0.06,81.0,7.8,Maxis,T
PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.06,60.0,7.7,Idea Factory,T
PS2,2005.0,Misc,Mastiff,0.06,73.0,8.4,Andamiro U.S.A. Corp.,T
PS3,2014.0,Role-Playing,Aksys Games,0.06,64.0,6.4,TOYBOX,T
GC,2002.0,Racing,Activision,0.06,58.0,7.5,Stealth Studios,T
PSV,2012.0,Racing,Sony Computer Entertainment,0.06,78.0,6.8,Evolution Studios,E
XB,2002.0,Platform,Midway Games,0.06,70.0,7.5,Midway,T
PC,2001.0,Action,Electronic Arts,0.06,65.0,7.8,KnowWonder,E
DS,2006.0,Action,SouthPeak Games,0.06,70.0,8.6,"Orbital Media, Inc.",E10+
PC,2013.0,Action,Capcom,0.06,65.0,7.4,DONTNOD Entertainment,M
DS,2007.0,Puzzle,Eidos Interactive,0.06,68.0,7.5,Zoonami Ltd.,E
GBA,2002.0,Racing,THQ,0.06,67.0,7.5,Visual Impact,E
PS2,2002.0,Sports,Konami Digital Entertainment,0.06,62.0,7.5,Konami,E
PS,2000.0,Adventure,Ubisoft,0.06,34.0,7.5,Revolution Software,E
XB,2006.0,Sports,Electronic Arts,0.06,69.0,6.8,EA Sports,E
GBA,2002.0,Action,Vivendi Games,0.06,53.0,7.5,Cave Barn,E
GBA,2004.0,Puzzle,Majesco Entertainment,0.06,37.0,7.5,Radius9,E
PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,0.06,50.0,7.5,Artech Studios,T
PC,2009.0,Action,Electronic Arts,0.06,76.0,8.0,Pandemic Studios,M
X360,2008.0,Misc,Gamecock,0.06,52.0,6.1,Wideload Games Inc.,T
GC,2004.0,Shooter,Ubisoft,0.06,68.0,8.2,Ubisoft Shanghai,M
PS,1997.0,Shooter,Sony Computer Entertainment,0.06,76.0,7.5,Alfa System,T
PC,2016.0,Sports,505 Games,0.06,86.0,8.2,Psyonix,E
DS,2007.0,Role-Playing,Rising Star Games,0.06,60.0,7.5,Amble,E10+
XB,2003.0,Racing,Eidos Interactive,0.06,68.0,7.5,Crystal Dynamics,T
PS2,2002.0,Racing,Atari,0.06,82.0,7.4,Eden Studios,E
PC,2009.0,Platform,Electronic Arts,0.06,81.0,8.1,EA DICE,T
PC,2006.0,Role-Playing,THQ,0.06,77.0,8.1,Iron Lore Entertainment,T
GC,2004.0,Strategy,Sega,0.06,59.0,6.6,Hitmaker,E
DS,2008.0,Platform,Brash Entertainment,0.06,59.0,7.5,"Red Tribe, Brash Entertainment",E
XB,2002.0,Shooter,TDK Mediactive,0.06,48.0,7.5,Simon & Schuster,T
PS2,2004.0,Action,BAM! Entertainment,0.06,53.0,7.5,Artificial Mind and Movement,E
DS,2007.0,Role-Playing,Success,0.06,65.0,7.9,Ninja Studio,T
PC,2006.0,Role-Playing,JoWood Productions,0.06,63.0,7.3,Piranha Bytes,T
DS,2009.0,Strategy,Black Bean Games,0.05,42.0,7.5,Slitherine,E10+
XOne,2016.0,Action,Telltale Games,0.05,35.0,5.2,The Fun Pimps Entertainment LLC,M
GBA,2002.0,Strategy,Ubisoft,0.05,75.0,7.5,Fluid Studios,E
Wii,2007.0,Misc,Eidos Interactive,0.05,30.0,3.6,Sensory Sweep,E
PS2,2006.0,Action,Capcom,0.05,43.0,6.2,Capcom,M
XB,2003.0,Racing,Acclaim Entertainment,0.05,60.0,8.8,Climax Group,E
GBA,2005.0,Strategy,Atari,0.05,78.0,9.1,Codo Games,E10+
PC,2010.0,Racing,Codemasters,0.05,84.0,6.6,Codemasters Birmingham,E
XB,2003.0,Action,Acclaim Entertainment,0.05,65.0,7.1,Acclaim Studios Manchester,M
PS2,2002.0,Puzzle,Capcom,0.05,72.0,7.2,Shift,E
Wii,2009.0,Action,D3Publisher,0.05,42.0,5.5,Papaya Studios,E10+
PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.05,70.0,7.5,Matrix Software,E
GC,2001.0,Sports,Acclaim Entertainment,0.05,53.0,7.5,Acclaim,E
DS,2006.0,Action,Konami Digital Entertainment,0.05,58.0,7.5,Razorback Developments,E
